Season,Facility ID,Latitude,Longitude,Street1,Street2,City,State,Postal Code,Country,Facility Name,URL,Phone,Contact,Begin Date,End Date,Begin Time,End Time,Begin DateTime,End DateTime,Recurrence Days,Hours,Eligibility,Cost,Notes,Record ID,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards
2014-2015,205,41.88076971,-87.72094145,3800 W MADISON ST STE 101,,CHICAGO,IL,60624,United States of America,Walgreens,http://www.Walgreens.com,773-826-1817,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-6:00 PM, Sat: Closed, Sun: Closed",,,,2014-2015_205,"(41.88076971, -87.72094145)",30,27,21572,736,23
2019-2020,146,41.7795,-87.6451,641 WEST 63RD STREET,,Chicago,IL,60652,United States of America,CVS/pharmacy,http://www.cvs.com,773-783-8724,,09/01/2019,09/01/2021,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 8:00 AM-4:00 PM, Tue: 10:00 AM-6:00 PM, Wed: 8:00 AM-4:00 PM, Thu:10:00 AM-6:00 PM, Fri: 8:00 AM-4:00 PM, Sat: Closed, Sun: Closed",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2019-2020_146,"(41.7795, -87.6451)",11,66,21559,436,4
2014-2015,291,41.9555,-87.67925,4051 NORTH LINCOLN AVENUE,,CHICAGO,IL,60618,United States of America,MinuteClinic Inside CVS/pharmacy Store # 08751,http://www.cvs.com/minuteclinic,866-389-2727,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:30 AM-7:30 PM, Tue: 8:30 AM-7:30 PM, Wed: 8:30 AM-7:30 PM, Thu: 8:30 AM-7:30 PM, Fri: 8:30 AM-7:30 PM, Sat: 9:00 AM-530 PM, Sun: 9:00 AM-4:30 PM",,Call for details.,MinuteClinic vaccinates children 18 months or older in most states.,2014-2015_291,"(41.9555, -87.67925)",39,46,21538,623,18
2019-2020,66,41.8839,-87.632,121 N. LaSalle St.,,Chicago,IL,60602,United States of America,City Hall,,,,10/17/2019,10/17/2019,9:00:00,14:00:00,10/17/2019 09:00:00 AM,10/17/2019 02:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,2019-2020_66,"(41.8839, -87.632)",41,38,14310,92,36
2014-2015,248,41.96825,-87.76696,4801 NORTH CENTRAL AVENUE,,CHICAGO,IL,60630,United States of America,CVS/pharmacy,http://www.cvs.com,773-282-2830,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_248,"(41.96825, -87.76696)",48,11,21869,129,50
2015-2016,196,41.7987,-87.743095,5414 S ARCHER AVE,,CHICAGO,IL,60638,United States of America,Walgreens,http://www.Walgreens.com,773-581-1664,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 10:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_196,"(41.7987, -87.743095)",7,53,22268,173,8
2014-2015,253,41.97654,-87.65938,5205 NORTH BROADWAY STREET,,CHICAGO,IL,60640,United States of America,CVS/pharmacy,http://www.cvs.com,773-275-5641,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_253,"(41.97654, -87.65938)",15,76,22616,160,16
2015-2016,199,41.896319,-87.636896,315 W CHICAGO AVE,,CHICAGO,IL,60654,United States of America,Walgreens,http://www.Walgreens.com,312-280-1599,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_199,"(41.896319, -87.636896)",55,37,4446,652,36
2016-2017,260,41.69261,-87.68078,11055 SOUTH WESTERN AVENUE,,CHICAGO,IL,60643,United States of America,CVS/pharmacy,http://www.cvs.com,773-445-1798,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_260,"(41.69261, -87.68078)",13,74,22212,380,42
2018-2019,246,41.69173,-87.70099,3220 W 111TH ST,,Chicago,IL,60655,United States of America,Walgreens,http://www.Walgreens.com,773-239-2808,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2018-2019_246,"(41.69173, -87.70099)",33,73,4447,369,42
2015-2016,102,41.9751784,-87.7676689,5230 N MILWAUKEE AVE,,CHICAGO,IL,60630,United States of America,Walgreens,http://www.Walgreens.com,773-736-8920,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2015-2016_102,"(41.9751784, -87.7676689)",48,11,21869,780,50
2019-2020,71,41.9596,-87.6986,4300 N. California Ave.,,Chicago,IL,60618,United States of America,Hana Center,,,,11/09/2019,11/09/2019,10:00:00,14:00:00,11/09/2019 10:00:00 AM,11/09/2019 02:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,2019-2020_71,"(41.9596, -87.6986)",39,16,21538,214,20
2016-2017,156,41.807599,-87.723299,3943 W 47TH ST,,CHICAGO,IL,60632,United States of America,Walgreens,http://www.Walgreens.com,773-927-523,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2016-2017_156,"(41.807599, -87.723299)",56,54,22248,563,8
2018-2019,225,41.79407,-87.70334,5435 S KEDZIE AVE,,Chicago,IL,60632,United States of America,Walgreens,http://www.Walgreens.com,773-436-7396,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",24 Hours,,Call for details.,,2018-2019_225,"(41.79407, -87.70334)",56,61,22248,777,8
2015-2016,266,41.91933,-87.69008,2053 NORTH MILWAUKEE AVENUE,,CHICAGO,IL,60647,United States of America,CVS/pharmacy,http://www.cvs.com,773-342-0014,,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_266,"(41.91933, -87.69008)",1,23,22535,323,41
2018-2019,160,42.018,-87.6907,7510 N WESTERN AVE,,Chicago,IL,60645,United States of America,Walgreens,http://www.Walgreens.com,773-764-1765,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",24 Hours,,Call for details.,,2018-2019_160,"(42.018, -87.6907)",12,20,22528,359,27
2014-2015,66,41.93877242,-87.76863505,5650 W BELMONT AVE,,CHICAGO,IL,60634,United States of America,Walgreens,http://www.Walgreens.com,773-777-4611,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,,,2014-2015_66,"(41.93877242, -87.76863505)",52,15,22254,342,21
2018-2019,101,41.96094,-87.71236,3343 WEST MONTROSE AVENUE,,Chicago,IL,60618,United States of America,CVS/pharmacy,http://www.cvs.com,773-279-2929,,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2018-2019_101,"(41.96094, -87.71236)",39,16,21538,56,20
2019-2020,152,41.8806,-87.6258,105 SOUTH WABASH AVENUE,,Chicago,IL,60603,United States of America,CVS/pharmacy,http://www.cvs.com,312-244-1521,,09/01/2019,09/01/2021,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 6:30 AM-7:00 PM, Tue: 6:30 AM-7:00 PM, Wed: 6:30 AM-7:00 PM, Thu: 6:30 AM-7:00 PM, Fri: 6:30 AM-7:00 PM, Sat: Closed, Sun: Closed",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2019-2020_152,"(41.8806, -87.6258)",34,38,14311,367,36
2017-2018,176,41.9071,-87.67252,1372 N MILWAUKEE AVE,,CHICAGO,IL,60622,United States of America,Walgreens,http://www.Walgreens.com,773-772-941,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2017-2018_176,"(41.9071, -87.67252)",4,25,21560,481,41
2019-2020,235,41.9537,-87.7075,3153 W IRVING PARK RD,,Chicago,IL,60618,United States of America,Walgreens,http://www.Walgreens.com,773-588-9196,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,Call for details.,,2019-2020_235,"(41.9537, -87.7075)",39,16,21538,372,20
2015-2016,330,41.8645212,-87.6393041,1340 S. Canal St,,Chicago,IL,60607,United States of America,Jewel-Osco 2500,http://www.jeweloscopharmacies.com,312-666-5612,,08/12/2014,03/01/2016,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_330,"(41.8645212, -87.6393041)",44,29,14917,97,48
2016-2017,7,41.9819768,-87.66,5533 N. Broadway St.,,Chicago,IL,60640,United States of America,48th Ward Office,,773-784-5277,Ginger Williams,10/01/2015,10/01/2015,9:00:00,14:00:00,10/01/2015 09:00:00 AM,10/01/2015 02:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_7,"(41.9819768, -87.66)",15,76,22616,145,16
2019-2020,203,41.9104,-87.6889,2440 W NORTH AVE,,Chicago,IL,60647,United States of America,Walgreens,http://www.Walgreens.com,773-489-5607,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2019-2020_203,"(41.9104, -87.6889)",1,25,22535,287,41
2019-2020,103,41.8377,-87.6454,741 WEST 31ST STREET,,Chicago,IL,60608,United States of America,CVS/pharmacy,http://www.cvs.com,312-567-9044,,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2019-2020_103,"(41.8377, -87.6454)",40,58,21194,149,48
2014-2015,129,41.93793162,-87.79640462,6809 W BELMONT AVE,,CHICAGO,IL,60634,United States of America,Walgreens,http://www.Walgreens.com,773-237-6273,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,,,2014-2015_129,"(41.93793162, -87.79640462)",52,18,22254,397,44
2015-2016,147,41.764199,-87.682699,7111 S WESTERN AVE,,CHICAGO,IL,60636,United States of America,Walgreens,http://www.Walgreens.com,773-863-8009,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,,2015-2016_147,"(41.764199, -87.682699)",23,64,22257,333,30
2017-2018,117,41.97654,-87.65938,5205 NORTH BROADWAY STREET,,Chicago,IL,60640,United States of America,CVS/pharmacy,http://www.cvs.com,773-275-5641,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2017-2018_117,"(41.97654, -87.65938)",15,76,22616,160,16
2016-2017,140,41.910099,-87.745099,4748 W NORTH AVE,,CHICAGO,IL,60639,United States of America,Walgreens,http://www.Walgreens.com,773-745-6642,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,Call for details.,,2016-2017_140,"(41.910099, -87.745099)",2,26,22615,62,45
2018-2019,46,41.7662,-87.5687,2325 E. 71st St.,,Chicago,IL,60649,United States of America,5th Ward Office,,,,10/09/2018,10/09/2018,11:00:00,14:00:00,10/09/2018 11:00:00 AM,10/09/2018 02:00:00 PM,Tuesday,,,"No cost to individual. If insured, insurance will be billed.",,2018-2019_46,"(41.7662, -87.5687)",24,39,22538,453,33
2017-2018,11,41.9104,-87.69598,2740 W. North Ave.,,Chicago,IL,60647,United States of America,1st Ward Office,,,,10/02/2017,10/02/2017,11:00:00,14:00:00,10/02/2017 11:00:00 AM,10/02/2017 02:00:00 PM,Monday,,,"No cost to individual. If insured, insurance will be billed. Earn 200 Park Points here! Obtenga 200 Puntos Para Los Parques de Chicago!",,2017-2018_11,"(41.9104, -87.69598)",1,25,22535,299,41
2014-2015,179,41.96850056,-87.72876,4010 W LAWRENCE AVE,,CHICAGO,IL,60630,United States of America,Walgreens,http://www.Walgreens.com,,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,,,2014-2015_179,"(41.96850056, -87.72876)",48,14,21869,751,38
2019-2020,303,41.8822,-87.6287,2 North State St,,Chicago,IL,60601,United States of America,Walgreens,http://www.Walgreens.com,312-3320216,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM 6:00 PM",,Call for details.,,2019-2020_303,"(41.8822, -87.6287)",41,38,14310,92,36
2014-2015,89,41.852099,-87.674099,1931 W CERMAK RD,,CHICAGO,IL,60608,United States of America,Walgreens,http://www.Walgreens.com,773-847-5781,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,,,2014-2015_89,"(41.852099, -87.674099)",43,33,14920,126,26
2015-2016,220,41.90413,-87.62825,1201 NORTH STATE STREET,,CHICAGO,IL,60610,United States of America,CVS/pharmacy,http://www.cvs.com,312-640-2842,,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Open 24 Hours,,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_220,"(41.90413, -87.62825)",54,37,14926,308,34
2014-2015,277,41.88297,-87.64164,101 NORTH CLINTON STREET,,CHICAGO,IL,60661,United States of America,CVS/pharmacy,http://www.cvs.com,312-234-9206,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 7:00 AM-8:00 PM, Tue: 7:00 AM-8:00 PM, Wed: 7:00 AM-8:00 PM, Thu: 7:00 AM-8:00 PM, Fri: 7:00 AM-8:00 PM, Sat: 10:00 AM-2:00 PM, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_277,"(41.88297, -87.64164)",45,29,4452,784,36
2016-2017,31,41.783716,-87.606406,6100 S. Cottage Grove Ave.,,Chicago,IL,60637,United States of America,20th Ward  - Metro Squash,,,,10/08/2016,10/08/2016,9:00:00,13:00:00,10/08/2016 09:00:00 AM,10/08/2016 01:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_31,"(41.783716, -87.606406)",60,9,22260,471,4
2017-2018,285,41.9104,-87.67734,1601 N MILWAUKEE AVE,,CHICAGO,IL,60647,United States of America,Walgreens,http://www.Walgreens.com,773-342-9161,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,,2017-2018_285,"(41.9104, -87.67734)",4,25,21560,482,41
2014-2015,107,41.779091,-87.615988,6330 S KING DR,,CHICAGO,IL,60637,United States of America,Walgreens,http://www.Walgreens.com,773-324-8500,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,,,2014-2015_107,"(41.779091, -87.615988)",60,67,22260,122,4
2017-2018,141,41.88054,-87.63254,120 SOUTH LASALLE STREET,,Chicago,IL,60603,United States of America,CVS/pharmacy,http://www.cvs.com,312-750-0884,,10/01/2016,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 7:00 AM-7:00 PM, Tue: 7:00 AM-7:00 PM, Wed: 7:00 AM-7:00 PM, Thu: 7:00 AM-7:00 PM, Fri: 7:00 AM-7:00 PM, Sat: Closed, Sun: Closed",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2017-2018_141,"(41.88054, -87.63254)",34,38,14311,92,36
2018-2019,224,41.7285,-87.5514,2924 E 92ND ST,,Chicago,IL,60617,United States of America,Walgreens,http://www.Walgreens.com,773-721-6603,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,Call for details.,,2018-2019_224,"(41.7285, -87.5514)",25,42,21202,510,47
2017-2018,80,41.97531,-87.78332,6200 WEST HIGGINS AVENUE,,Chicago,IL,60630,United States of America,CVS/pharmacy,http://www.cvs.com,773-775-9316,,10/01/2016,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-9:00 PM, Tue: 9:00 AM-9:00 PM, Wed: 9:00 AM-9:00 PM, Thu: 9:00 AM-9:00 PM, Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2017-2018_80,"(41.97531, -87.78332)",48,11,21869,779,50
2016-2017,134,41.9843153,-87.6607155,5625 N RIDGE AVE,,CHICAGO,IL,60660,United States of America,Walgreens,http://www.Walgreens.com,773-989-7546,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,Call for details.,,2016-2017_134,"(41.9843153, -87.6607155)",14,76,4451,539,16
2015-2016,4,41.9343,-87.64183,501 W. Surf St.,,Chicago,IL,60657,United States of America,44th Ward-Britton Senior Apartments,,773-525-6034,Sheila Pacione,09/28/2015,09/28/2015,9:00:00,14:00:00,09/28/2015 09:00:00 AM,09/28/2015 02:00:00 PM,Monday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2015-2016_4,"(41.9343, -87.64183)",22,57,4449,102,25
2019-2020,269,41.9534,-87.7281,4001 W IRVING PARK RD,,Chicago,IL,60641,United States of America,Walgreens,http://www.Walgreens.com,773-685-3527,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2019-2020_269,"(41.9534, -87.7281)",21,16,22618,295,50
2015-2016,226,41.8463,-87.61577,2545 MARTIN LUTHER KING,,CHICAGO,IL,60606,United States of America,CVS/pharmacy,http://www.cvs.com,312-842-5700,,09/01/2014,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-7:00 PM, Tue: 9:00 AM-7:00 PM, Wed: 9:00 AM-7:00 PM, Thu: 9:00 AM-7:00 PM, Fri: 9:00 AM-7:00 PM, Sat: 9:00 AM-5:00 PM, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_226,"(41.8463, -87.61577)",40,34,21194,193,10
2019-2020,20,41.8815,-87.6868,"4 N. Western Ave., Unit 1C",,Chicago,IL,60612,United States of America,27th Ward Office,,,,10/24/2019,10/24/2019,11:00:00,15:00:00,10/24/2019 11:00:00 AM,10/24/2019 03:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,2019-2020_20,"(41.8815, -87.6868)",28,29,21184,37,46
2014-2015,185,41.74982767,-87.68209182,7901 S WESTERN AVE,,CHICAGO,IL,60620,United States of America,Walgreens,http://www.Walgreens.com,773-434-3621,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,,,2014-2015_185,"(41.74982767, -87.68209182)",59,69,21554,243,30
2019-2020,275,41.7658,-87.5761,7109 S JEFFERY BLVD,,Chicago,IL,60649,United States of America,Walgreens,http://www.Walgreens.com,773-324-1880,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",24 Hours,,Call for details.,,2019-2020_275,"(41.7658, -87.5761)",24,39,22538,453,33
2015-2016,158,41.807599,-87.723299,3943 W 47TH ST,,CHICAGO,IL,60632,United States of America,Walgreens,http://www.Walgreens.com,773-927-523,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_158,"(41.807599, -87.723299)",56,54,22248,563,8
2015-2016,125,41.960699,-87.707799,4343 N KEDZIE AVE,,CHICAGO,IL,60618,United States of America,Walgreens,http://www.Walgreens.com,773-604-4419,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2015-2016_125,"(41.960699, -87.707799)",39,16,21538,214,20
